LIVN,LivaNova PLC,59.22,$2.89B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/livn,NASDAQ
LOB,"Live Oak Bancshares, Inc.",15.21,$519.74M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/lob,NASDAQ
LIVE,Live Ventures Incorporated,1.5,$25.35M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live,NASDAQ
LPSN,"LivePerson, Inc.",7.86,$450.45M,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn,NASDAQ
LKQ,LKQ Corporation,29.7,$9.07B,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq,NASDAQ
LMFAU,"LM Funding America, Inc.",9.46,n/a,2015,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/lmfau,NASDAQ
LMIA,"LMI Aerospace, Inc.",10.11,$134.03M,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia,NASDAQ
LOGI,Logitech International S.A.,15.03,$2.44B,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi,NASDAQ
LOGM,"LogMein, Inc.",71.62,$1.79B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm,NASDAQ
LOJN,LoJack Corporation,3.59,$69.26M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lojn,NASDAQ
EVAR,"Lombard Medical, Inc.",1.45,$23.47M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar,NASDAQ
CNCR,Loncar Cancer Immunotherapy ETF,30.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cncr,NASDAQ
LORL,"Loral Space and Communications, Inc.",43.6,$1.35B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl,NASDAQ
LOXO,"Loxo Oncology, Inc.",30.91,$515.81M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo,NASDAQ
LPTN,"Lpath, Inc.",0.2774,$8.99M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn,NASDAQ
LPLA,LPL Financial Holdings Inc.,46.75,$4.44B,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla,NASDAQ
LRAD,LRAD Corporation,1.56,$51.67M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad,NASDAQ
LYTS,LSI Industries Inc.,11.68,$286.89M,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts,NASDAQ
LULU,lululemon athletica inc.,49.05,$6.41B,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu,NASDAQ
LITE,Lumentum Holdings Inc.,20,$1.18B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lite,NASDAQ
LMNX,Luminex Corporation,21.92,$943.91M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx,NASDAQ
LMOS,Lumos Networks Corp.,11.66,$267.83M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos,NASDAQ
LUNA,Luna Innovations Incorporated,1.05,$29.03M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna,NASDAQ
MBTF,M B T Financial Corp,6.57,$149.57M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf,NASDAQ
MTSI,"M/A-COM Technology Solutions Holdings, Inc.",36.73,$1.95B,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi,NASDAQ
MCBC,Macatawa Bank Corporation,5.95,$201.51M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc,NASDAQ
MFNC,Mackinac Financial Corporation,11.76,$73.12M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc,NASDAQ
MCUR,MACROCURE LTD.,1.93,$32.25M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur,NASDAQ
MGNX,"MacroGenics, Inc.",34.38,$1.18B,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx,NASDAQ
MAGS,Magal Security Systems Ltd.,4.58,$75.02M,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags,NASDAQ
MGLN,"Magellan Health, Inc.",53.75,$1.37B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln,NASDAQ
MPET,Magellan Petroleum Corporation,0.53,$3.02M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet,NASDAQ
MGIC,Magic Software Enterprises Ltd.,5.43,$239.87M,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic,NASDAQ
CALL,magicJack VocalTec Ltd,9.33,$146.96M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call,NASDAQ
MNGA,MagneGas Corporation,1.55,$63.88M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga,NASDAQ
MGYR,"Magyar Bancorp, Inc.",9.789,$56.97M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr,NASDAQ
MHLD,"Maiden Holdings, Ltd.",15.7,$1.16B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld,NASDAQ
MHLDO,"Maiden Holdings, Ltd.",53.91,$177.9M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo,NASDAQ
MSFG,"MainSource Financial Group, Inc.",23.34,$503.62M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg,NASDAQ
COOL,Majesco Entertainment Company,1.15,$11.12M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool,NASDAQ
MMYT,MakeMyTrip Limited,18.04,$757.44M,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt,NASDAQ
MBUU,"Malibu Boats, Inc.",15.52,$277.53M,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu,NASDAQ
MLVF,"Malvern Bancorp, Inc.",16.414,$107.65M,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf,NASDAQ
MAMS,"MAM Software Group, Inc.",7.34,$105.95M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams,NASDAQ
MANH,"Manhattan Associates, Inc.",76.53,$5.59B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh,NASDAQ
LOAN,"Manhattan Bridge Capital, Inc",4.21,$30.44M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan,NASDAQ
MNTX,"Manitex International, Inc.",6.16,$98.65M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx,NASDAQ
MTEX,"Mannatech, Incorporated",21.4,$57.38M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex,NASDAQ
MNKD,MannKind Corporation,2.13,$872.21M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd,NASDAQ
MANT,ManTech International Corporation,33.6,$1.26B,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant,NASDAQ
MAPI,Mapi - Pharma Ltd.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mapi,NASDAQ
MARA,"Marathon Patent Group, Inc.",1.83,$27.21M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara,NASDAQ
MCHX,"Marchex, Inc.",4.36,$183.4M,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx,NASDAQ
MARPS,Marine Petroleum Trust,5.84,$11.68M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps,NASDAQ
MRNS,"Marinus Pharmaceuticals, Inc.",7.05,$101.06M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns,NASDAQ
MKTX,"MarketAxess Holdings, Inc.",106.7,$3.98B,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx,NASDAQ
MKTO,"Marketo, Inc.",29.09,$1.26B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto,NASDAQ
MRKT,Markit Ltd.,29.9,$6.12B,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt,NASDAQ
MRLN,Marlin Business Services Corp.,17.56,$218.47M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln,NASDAQ
MAR,Marriott International,72.26,$18.58B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar,NASDAQ
MBII,"Marrone Bio Innovations, Inc.",1.96,$47.95M,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii,NASDAQ
MRTN,"Marten Transport, Ltd.",18.1,$608.59M,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn,NASDAQ
MMLP,Martin Midstream Partners L.P.,24.35,$863.37M,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp,NASDAQ
MRVL,Marvell Technology Group Ltd.,9.38,$4.86B,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl,NASDAQ
MASI,Masimo Corporation,41.7,$2.1B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi,NASDAQ
MTCH,"Match Group, Inc.",14.23,$3.46B,2015,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/mtch,NASDAQ
MTLS,Materialise NV,7.895,$372.23M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls,NASDAQ
MTRX,Matrix Service Company,22.94,$608.79M,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx,NASDAQ
MAT,"Mattel, Inc.",24.83,$8.43B,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat,NASDAQ
MATR,Mattersight Corporation,7.1,$183.23M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/matr,NASDAQ
MATW,Matthews International Corporation,60.3,$1.98B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw,NASDAQ
MFRM,Mattress Firm Holding Corp.,52.79,$1.86B,2011,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm,NASDAQ
MTSN,"Mattson Technology, Inc.",3.11,$233.92M,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn,NASDAQ
MXIM,"Maxim Integrated Products, Inc.",38.69,$11B,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim,NASDAQ
MXWL,"Maxwell Technologies, Inc.",7.48,$237.81M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl,NASDAQ
MZOR,Mazor Robotics Ltd.,9.81,$207.36M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor,NASDAQ
MBFI,MB Financial Inc.,35.75,$2.63B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi,NASDAQ
MBFIP,MB Financial Inc.,26.8468,$107.39M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip,NASDAQ
MCFT,"MCBC Holdings, Inc.",14.51,$261.17M,2015,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mcft,NASDAQ
MGRC,McGrath RentCorp,28.91,$690.52M,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc,NASDAQ
MDCA,MDC Partners Inc.,22,$1.1B,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca,NASDAQ
MCOX,Mecox Lane Limited,3.615,$47.02M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/mcox,NASDAQ
TAXI,Medallion Financial Corp.,7.69,$187.23M,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi,NASDAQ
MDAS,"MedAssets, Inc.",30.57,$1.81B,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas,NASDAQ
MTBC,"Medical Transcription Billing, Corp.",1.42,$15.71M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc,NASDAQ
MTBCP,"Medical Transcription Billing, Corp.",27.4999,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbcp,NASDAQ
MNOV,"MediciNova, Inc.",3.33,$99.76M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov,NASDAQ
MDSO,"Medidata Solutions, Inc.",45.82,$2.54B,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso,NASDAQ
MDGS,Medigus Ltd.,3.39,$16.95M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdgs,NASDAQ
MDVN,"Medivation, Inc.",42.77,$7B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn,NASDAQ
MDWD,MediWound Ltd.,10.21,$223.09M,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd,NASDAQ
MDVX,Medovex Corp.,1.56,$17.55M,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx,NASDAQ
MDVXW,Medovex Corp.,0.34,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw,NASDAQ
MEET,"MeetMe, Inc.",2.69,$122.77M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet,NASDAQ
MEIP,"MEI Pharma, Inc.",1.76,$60.11M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip,NASDAQ
MELA,"MELA Sciences, Inc",1.18,$12.02M,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mela,NASDAQ
MPEL,Melco Crown Entertainment Limited,16.34,$8.9B,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel,NASDAQ
MLNX,"Mellanox Technologies, Ltd.",45,$2.11B,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx,NASDAQ
MELR,"Melrose Bancorp, Inc.",15.15,$42.87M,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr,NASDAQ
MEMP,Memorial Production Partners LP,3.48,$288.92M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp,NASDAQ
MRD,Memorial Resource Development Corp.,16.4,$3.37B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mrd,NASDAQ
MENT,Mentor Graphics Corporation,18.44,$2.16B,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment,NASDAQ
MTSL,MER Telemanagement Solutions Ltd.,0.8321,$6.69M,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl,NASDAQ
MELI,"MercadoLibre, Inc.",125.56,$5.54B,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli,NASDAQ
MBWM,Mercantile Bank Corporation,25.93,$421.78M,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm,NASDAQ
MERC,Mercer International Inc.,10.5,$677.27M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc,NASDAQ
MBVT,"Merchants Bancshares, Inc.",33.6,$213.02M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt,NASDAQ
MRCY,Mercury Systems Inc,19.41,$674.52M,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy,NASDAQ
EBSB,"Meridian Bancorp, Inc.",14.75,$812.15M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb,NASDAQ
VIVO,Meridian Bioscience Inc.,19.55,$815.52M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo,NASDAQ
MMSI,"Merit Medical Systems, Inc.",19.7,$870.78M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi,NASDAQ
MACK,"Merrimack Pharmaceuticals, Inc.",9.15,$1.06B,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack,NASDAQ
MSLI,Merus Labs International Inc.,1.55,$158.45M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli,NASDAQ
MLAB,"Mesa Laboratories, Inc.",105.61,$380.59M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab,NASDAQ
MESO,Mesoblast Limited,6.08,$462.2M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/meso,NASDAQ
CASH,"Meta Financial Group, Inc.",45.31,$314.83M,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash,NASDAQ
MBLX,"Metabolix, Inc.",2.1,$57.4M,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx,NASDAQ
MEOH,Methanex Corporation,40.98,$3.67B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh,NASDAQ
MEIL,METHES ENERGIES INTERNATIONAL LTD,0.479,$6.64M,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meil,NASDAQ
MEILW,METHES ENERGIES INTERNATIONAL LTD,0.0273,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilw,NASDAQ
MEILZ,METHES ENERGIES INTERNATIONAL LTD,0.0206,n/a,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meilz,NASDAQ
METR,"Metro Bancorp, Inc",34.13,$483.35M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr,NASDAQ
MFRI,"MFRI, Inc.",5.6806,$41.42M,1989,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/mfri,NASDAQ
MGCD,MGC Diagnostics Corporation,6.8901,$29.7M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mgcd,NASDAQ
MGEE,MGE Energy Inc.,43.95,$1.52B,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/mgee,NASDAQ
MGPI,"MGP Ingredients, Inc.",21.43,$357.49M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mgpi,NASDAQ
MCHP,Microchip Technology Incorporated,48.49,$9.85B,1993,Technology,Semiconductors,http://www.nasdaq.com/symbol/mchp,NASDAQ
MU,"Micron Technology, Inc.",16.55,$17.97B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mu,NASDAQ
MICT,"Micronet Enertec Technologies, Inc.",2.1284,$12.48M,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mict,NASDAQ
MICTW,"Micronet Enertec Technologies, Inc.",0.32,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mictw,NASDAQ
MSCC,Microsemi Corporation,36.6,$3.52B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mscc,NASDAQ
MSFT,Microsoft Corporation,55.22,$441.09B,1986,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/msft,NASDAQ
MSTR,MicroStrategy Incorporated,177.19,$2.01B,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mstr,NASDAQ
MVIS,"Microvision, Inc.",2.58,$121.86M,1996,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mvis,NASDAQ
MPB,Mid Penn Bancorp,16.41,$69.34M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mpb,NASDAQ
MCEP,"Mid-Con Energy Partners, LP",2.15,$63.91M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcep,NASDAQ
MBRG,Middleburg Financial Corporation,18.4,$131.79M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg,NASDAQ
MBCN,Middlefield Banc Corp.,34.6001,$64.81M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbcn,NASDAQ
MSEX,Middlesex Water Company,25.67,$416.14M,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex,NASDAQ
MOFG,"MidWestOne Financial Group, Inc.",31.95,$364.44M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg,NASDAQ
MIME,Mimecast Limited,10.46,$564.87M,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mime,NASDAQ
MDXG,"MiMedx Group, Inc",8.93,$973.03M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdxg,NASDAQ
MNDO,MIND C.T.I. Ltd.,2.73,$52.4M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mndo,NASDAQ
MB,"MINDBODY, Inc.",17.68,$693.26M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/mb,NASDAQ
NERV,"Minerva Neurosciences, Inc",5.02,$124.1M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/nerv,NASDAQ
MRTX,"Mirati Therapeutics, Inc.",36.48,$702.82M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx,NASDAQ
MIRN,"Mirna Therapeutics, Inc.",6.015,$125.3M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mirn,NASDAQ
MSON,"MISONIX, Inc.",9.37,$72.97M,1992,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/mson,NASDAQ
MIND,"Mitcham Industries, Inc.",3.85,$46.52M,1994,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mind,NASDAQ
MITK,"Mitek Systems, Inc.",5.1,$158.05M,n/a,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/mitk,NASDAQ
MITL,Mitel Networks Corporation,8.56,$1.03B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/mitl,NASDAQ
MKSI,"MKS Instruments, Inc.",36.94,$1.97B,1999,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mksi,NASDAQ
MMAC,"MMA Capital Management, LLC",13.53,$88.65M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mmac,NASDAQ
MINI,"Mobile Mini, Inc.",36.26,$1.62B,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mini,NASDAQ
MOBL,"MobileIron, Inc.",4.22,$338.89M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mobl,NASDAQ
MOCO,"MOCON, Inc.",14.4,$82.92M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/moco,NASDAQ
MDSY,ModSys International Ltd.,2.2399,$40.18M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/mdsy,NASDAQ
MLNK,"ModusLink Global Solutions, Inc",2.73,$142.71M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mlnk,NASDAQ
MOKO,Moko Social Media Ltd.,1.15,$21.72M,2014,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/moko,NASDAQ
MOLG,"MOL Global, Inc.",1.05,$70.88M,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/molg,NASDAQ
MNTA,"Momenta Pharmaceuticals, Inc.",17.39,$1.2B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mnta,NASDAQ
MOMO,Momo Inc.,13.96,$2.66B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/momo,NASDAQ
MCRI,"Monarch Casino & Resort, Inc.",22.61,$383.95M,1993,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mcri,NASDAQ
MNRK,"Monarch Financial Holdings, Inc.",12.988,$169.41M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk,NASDAQ
MDLZ,"Mondelez International, Inc.",44.32,$70.43B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mdlz,NASDAQ
MGI,"Moneygram International, Inc.",8.59,$457.07M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mgi,NASDAQ
MPWR,"Monolithic Power Systems, Inc.",68.88,$2.72B,2004,Technology,Semiconductors,http://www.nasdaq.com/symbol/mpwr,NASDAQ
TYPE,Monotype Imaging Holdings Inc.,26.19,$1.05B,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/type,NASDAQ
MNRO,"Monro Muffler Brake, Inc.",74.25,$2.37B,1991,Consumer Services,Automotive Aftermarket,http://www.nasdaq.com/symbol/mnro,NASDAQ
MRCC,Monroe Capital Corporation,14.77,$189.99M,2012,n/a,n/a,http://www.nasdaq.com/symbol/mrcc,NASDAQ
MNST,Monster Beverage Corporation,157.22,$31.87B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/mnst,NASDAQ
MHGC,Morgans Hotel Group Co.,3.05,$105.88M,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mhgc,NASDAQ
MORN,"Morningstar, Inc.",82.13,$3.63B,2005,Finance,Investment Managers,http://www.nasdaq.com/symbol/morn,NASDAQ
MOSY,"MoSys, Inc.",1.26,$82.52M,2001,Technology,Semiconductors,http://www.nasdaq.com/symbol/mosy,NASDAQ
MPAA,"Motorcar Parts of America, Inc.",39.4,$721.65M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa,NASDAQ
MDM,Mountain Province Diamonds Inc.,2.69,$429.54M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mdm,NASDAQ
MRVC,"MRV Communications, Inc.",14.27,$99.6M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvc,NASDAQ
MSBF,MSB Financial Corp.,11.95,$71.15M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/msbf,NASDAQ
MTSC,MTS Systems Corporation,63.21,$944.2M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsc,NASDAQ
MDIV,Multi-Asset Diversified Income Index Fund,18.67,$941.9M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mdiv,NASDAQ
LABL,Multi-Color Corporation,64.65,$1.09B,1987,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/labl,NASDAQ
MFLX,"Multi-Fineline Electronix, Inc.",24.66,$601.59M,2004,Technology,Electrical Products,http://www.nasdaq.com/symbol/mflx,NASDAQ
MFSF,MutualFirst Financial Inc.,23.74,$175.56M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf,NASDAQ
MYL,Mylan N.V.,53.08,$26.1B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myl,NASDAQ
MYOK,"MyoKardia, Inc.",12.5,$338.16M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myok,NASDAQ
MYOS,MYOS Corporation,1.86,$6.18M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myos,NASDAQ
MYRG,"MYR Group, Inc.",21.25,$438.1M,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg,NASDAQ
