Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Exchange
CWT,California Water  Service Group Holding,22.59,$1.08B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwt,NYSE
CALX,"Calix, Inc",7.84,$398.35M,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/calx,NYSE
ELY,Callaway Golf Company,10.09,$907.32M,1992,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/ely,NYSE
CPE,Callon Petroleum Company,9.47,$741.38M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe,NYSE
CPE^A,Callon Petroleum Company,46.98,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cpe^a,NYSE
CPN,Calpine Corporation,14.67,$5.23B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cpn,NYSE
CBM,Cambrex Corporation,52.97,$1.67B,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbm,NYSE
CPT,Camden Property Trust,77.97,$6.77B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cpt,NYSE
CCJ,Cameco Corporation,12.49,$4.94B,1996,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ccj,NYSE
CAM,Cameron International Corporation,68.93,$13.16B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/cam,NYSE
CPB,Campbell Soup Company,52.81,$16.36B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/cpb,NYSE
CCG,"Campus Crest Communities, Inc.",6.71,$434.52M,2010,Finance,Real Estate,http://www.nasdaq.com/symbol/ccg,NYSE
CCG^A,"Campus Crest Communities, Inc.",26.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccg^a,NYSE
CM,Canadian Imperial Bank of Commerce,75.71,$30.08B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cm,NYSE
CNI,Canadian National Railway Company,59.97,$47.54B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cni,NYSE
CNQ,Canadian Natural Resources Limited,24.2,$26.49B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cnq,NYSE
CP,Canadian Pacific Railway Limited,147.27,$22.51B,n/a,Transportation,Railroads,http://www.nasdaq.com/symbol/cp,NYSE
CAJ,"Canon, Inc.",30.42,$33.22B,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/caj,NYSE
CMN,Cantel Medical Corp.,66.23,$2.76B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cmn,NYSE
COF,Capital One Financial Corporation,79.82,$42.47B,1994,Finance,Major Banks,http://www.nasdaq.com/symbol/cof,NYSE
COF.WS,Capital One Financial Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof.ws,NYSE
COF^C,Capital One Financial Corporation,26.12,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cof^c,NYSE
COF^D,Capital One Financial Corporation,26.68,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^d,NYSE
COF^F,Capital One Financial Corporation,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^f,NYSE
COF^P,Capital One Financial Corporation,25.49,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cof^p,NYSE
CSU,Capital Senior Living Corporation,23.27,$686.9M,1997,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/csu,NYSE
BXMT,"Capital Trust, Inc.",28.83,$2.69B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/bxmt,NYSE
CLA,Capitala Finance Corp.,25.3,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cla,NYSE
CMO,Capstead Mortgage Corporation,9.47,$907.46M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmo,NYSE
CMO^E,Capstead Mortgage Corporation,24.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cmo^e,NYSE
CRR,"Carbo Ceramics, Inc.",18.69,$435.22M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/crr,NYSE
CAH,"Cardinal Health, Inc.",88.91,$29.25B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/cah,NYSE
CCP,"Care Capital Properties, Inc.",32.1,$2.69B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ccp,NYSE
CRCM,"Care.com, Inc.",6.98,$224.58M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/crcm,NYSE
CSL,Carlisle Companies Incorporated,90.61,$5.89B,n/a,Basic Industries,Specialty Chemicals,http://www.nasdaq.com/symbol/csl,NYSE
KMX,CarMax Inc,57.26,$11.6B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/kmx,NYSE
CCL,Carnival Corporation,51.46,$41.51B,1987,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/ccl,NYSE
CUK,Carnival Corporation,53.47,$43.13B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/cuk,NYSE
CRS,Carpenter Technology Corporation,36.58,$1.8B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/crs,NYSE
CSV,"Carriage Services, Inc.",24.84,$430.52M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/csv,NYSE
CRI,"Carter&#39;s, Inc.",86.22,$4.48B,2003,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/cri,NYSE
CSH,"Cash America International, Inc.",33.61,$854.12M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/csh,NYSE
CAS,Castle (A.M.) & Co.,2.34,$55.64M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/cas,NYSE
CSLT,"Castlight Health, inc.",4.15,$392.77M,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/cslt,NYSE
CTLT,"Catalent, Inc.",28.16,$3.51B,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctlt,NYSE
CTT,"CatchMark Timber Trust, Inc.",11.49,$447.83M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctt,NYSE
CAT,"Caterpillar, Inc.",71.56,$41.66B,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cat,NYSE
CATO,Cato Corporation (The),39.7,$1.11B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cato,NYSE
CBZ,"CBIZ, Inc.",10.86,$567.86M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cbz,NYSE
CBL,"CBL & Associates Properties, Inc.",13.33,$2.27B,1993,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cbl,NYSE
CBL^D,"CBL & Associates Properties, Inc.",25.57,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^d,NYSE
CBL^E,"CBL & Associates Properties, Inc.",25.46,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbl^e,NYSE
CBO,CBO (Listing Market - NYSE - Networks A/E),21.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbo,NYSE
IGR,CBRE Clarion Global Real Estate Income Fund,7.74,$902.41M,2004,n/a,n/a,http://www.nasdaq.com/symbol/igr,NYSE
CBG,"CBRE Group, Inc.",37.71,$12.6B,2004,Finance,Real Estate,http://www.nasdaq.com/symbol/cbg,NYSE
CBS,CBS Corporation,51.1,$24.1B,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cbs,NYSE
CBS.A,CBS Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbs.a,NYSE
CBX,CBX (Listing Market NYSE Networks AE,10.93,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbx,NYSE
CDI,CDI Corporation,6.73,$132.58M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/cdi,NYSE
CEB,CEB Inc.,76.6,$2.53B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ceb,NYSE
FUN,"Cedar Fair, L.P.",57.4,$3.22B,1987,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/fun,NYSE
CDR,"Cedar Realty Trust, Inc.",7.36,$625.96M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdr,NYSE
CDR^B,"Cedar Realty Trust, Inc.",25.08,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cdr^b,NYSE
CGI,"Celadon Group, Inc.",14.21,$395.77M,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cgi,NYSE
CE,Celanese Corporation,70.59,$10.36B,2005,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ce,NYSE
CLS,"Celestica, Inc.",11.37,$1.41B,1998,Technology,Electrical Products,http://www.nasdaq.com/symbol/cls,NYSE
CEL,"Cellcom Israel, Ltd.",7.11,$715.16M,2007,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cel,NYSE
CPAC,Cementos Pacasmayo S.A.A.,6.37,$741.42M,2012,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cpac,NYSE
CX,Cemex S.A.B. de C.V.,6.25,$7.89B,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cx,NYSE
CNCO,Cencosud S.A.,6.39,$6.03B,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/cnco,NYSE
CVE,Cenovus Energy Inc,15.11,$12.59B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cve,NYSE
CNC,Centene Corporation,59.01,$7.03B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/cnc,NYSE
CEN,Center Coast MLP & Infrastructure Fund,10.92,$161.74M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cen,NYSE
CNP,"CenterPoint Energy, Inc.",16.99,$7.31B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnp,NYSE
EBR,Centrais Electricas Brasileiras SA,1.35,$1.83B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ebr,NYSE
EBR.B,Centrais Electricas Brasileiras SA,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ebr.b,NYSE
CEE,"Central Europe, Russia and Turkey Fund, Inc. (The)",18.5,$160.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cee,NYSE
CCS,"Century Communities, Inc.",19.39,$413.09M,2014,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/ccs,NYSE
CTL,"CenturyLink, Inc.",27.03,$14.84B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ctl,NYSE
CVO,Cenveo Inc,1.52,$103.17M,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/cvo,NYSE
CF,"CF Industries Holdings, Inc.",45,$10.49B,2005,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cf,NYSE
CGG,CGG,3.49,$617.96M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cgg,NYSE
GIB,"CGI Group, Inc.",44.1,$12.15B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/gib,NYSE
CSG,Chambers Street Properties,7.59,$1.8B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/csg,NYSE
ECOM          ,ChannelAdvisor Corporation,13.23,$332.72M,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ecom          ,NYSE
CRL,"Charles River Laboratories International, Inc.",78.21,$3.65B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/crl,NYSE
CLDT,Chatham Lodging Trust (REIT),22.89,$876.87M,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cldt,NYSE
HELI,CHC Group Ltd.,0.2924,$23.83M,2014,Transportation,Transportation Services,http://www.nasdaq.com/symbol/heli,NYSE
CKP,"Checkpoint Systms, Inc.",6.14,$255.12M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ckp,NYSE
CMCM,Cheetah Mobile Inc.,18.1,$2.58B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cmcm,NYSE
CHGG,"Chegg, Inc.",7.32,$643.31M,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/chgg,NYSE
CHE,Chemed Corp.,158.74,$2.68B,n/a,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/che,NYSE
CC,Chemours Company (The),6.05,$1.09B,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cc,NYSE
CHMT,Chemtura Corp.,30.9,$2.08B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/chmt,NYSE
CHMI,Cherry Hill Mortgage Investment Corporation,14.63,$110M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chmi,NYSE
CHK,Chesapeake Energy Corporation,5.51,$3.66B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chk,NYSE
CHK^D,Chesapeake Energy Corporation,39.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chk^d,NYSE
CHKR,Chesapeake Granite Wash Trust,4.91,$229.54M,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/chkr,NYSE
CHSP,Chesapeake Lodging Trust,27.59,$1.65B,2010,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/chsp,NYSE
CHSP^A,Chesapeake Lodging Trust,26.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chsp^a,NYSE
CPK,Chesapeake Utilities Corporation,54.6,$833.22M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/cpk,NYSE
CVX,Chevron Corporation,92.48,$174.05B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/cvx,NYSE
CBI,Chicago Bridge & Iron Company N.V.,42.34,$4.44B,1997,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cbi,NYSE
CHS,"Chico&#39;s FAS, Inc.",12.16,$1.7B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/chs,NYSE
CIM,Chimera Investment Corporation,14.11,$2.67B,2007,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cim,NYSE
CO,China Cord Blood Corporation,6.41,$467.95M,n/a,Finance,Business Services,http://www.nasdaq.com/symbol/co,NYSE
STV,"China Digital TV Holding Co., Ltd.",1.6,$95.53M,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/stv,NYSE
DL,China Distance Education Holdings Limited,15.26,$543.28M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/dl,NYSE
CEA,China Eastern Airlines Corporation Ltd.,27.25,$6.91B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/cea,NYSE
CHN,"China Fund, Inc. (The)",17.2,$269.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/chn,NYSE
CGA,"China Green Agriculture, Inc.",1.82,$67.22M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/cga,NYSE
LFC,China Life Insurance Company Limited,17.44,$98.59B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/lfc,NYSE
MY,China Ming Yang Wind Power Group Limited,2.17,$271.41M,2010,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/my,NYSE
CHL,China Mobile (Hong Kong) Ltd.,58.81,$240.83B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chl,NYSE
NPD,China Nepstar Chain Drugstore Ltd,2.48,$244.78M,2007,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/npd,NYSE
BORN,China New Borun Corporation,1.3,$33.44M,2010,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/born,NYSE
SNP,China Petroleum & Chemical Corporation,62.77,$74.24B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/snp,NYSE
ZNH,China Southern Airlines Company Limited,38.21,$7.5B,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/znh,NYSE
CHA,China Telecom Corp Ltd,49.62,$40.16B,2002,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cha,NYSE
CHU,China Unicom (Hong Kong) Ltd,12.45,$29.81B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/chu,NYSE
XNY,China Xiniya Fashion Limited,1.96,$27.9M,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/xny,NYSE
CYD,China Yuchai International Limited,11.71,$447.27M,1994,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cyd,NYSE
ZX,China Zenix Auto International Limited,0.68,$35.11M,2011,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/zx,NYSE
CMG,"Chipotle Mexican Grill, Inc.",580.74,$18.11B,2006,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/cmg,NYSE
CHH,"Choice Hotels International, Inc.",51.53,$2.92B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/chh,NYSE
CBK,Christopher & Banks Corporation,1.34,$49.94M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/cbk,NYSE
CB,Chubb Corporation (The),131.35,$29.82B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cb,NYSE
CHT,"Chunghwa Telecom Co., Ltd.",30.59,$23.73B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cht,NYSE
CHD,"Church & Dwight Company, Inc.",86.86,$11.39B,n/a,Basic Industries,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/chd,NYSE
CBR,"Ciber, Inc.",3.62,$287.57M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/cbr,NYSE
CIEN,Ciena Corporation,25.09,$3.38B,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cien,NYSE
CI,Cigna Corporation,139.59,$35.96B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ci,NYSE
XEC,Cimarex Energy Co,122.29,$11.56B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xec,NYSE
CBB,Cincinnati Bell Inc,3.79,$795.4M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cbb,NYSE
CBB^B,Cincinnati Bell Inc,48.9501,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cbb^b,NYSE
CNK,Cinemark Holdings Inc,35.12,$4.07B,2007,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/cnk,NYSE
CINR,Ciner Resources LP,22.6,$442.44M,2013,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/cinr,NYSE
CIR,"CIRCOR International, Inc.",46.15,$760.79M,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/cir,NYSE
CIT,CIT Group Inc (DEL),42.7,$8.58B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cit,NYSE
BLW,Citigroup Inc.,14.35,$530.93M,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/blw,NYSE
C,Citigroup Inc.,54.88,$163.49B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c,NYSE
C.WS.A,Citigroup Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c.ws.a,NYSE
C.WS.B,Citigroup Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c.ws.b,NYSE
C^C,Citigroup Inc.,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^c,NYSE
C^J,Citigroup Inc.,28.19,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^j,NYSE
C^K,Citigroup Inc.,27.32,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^k,NYSE
C^L,Citigroup Inc.,26.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^l,NYSE
C^N,Citigroup Inc.,26.05,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/c^n,NYSE
C^P,Citigroup Inc.,28.3439,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/c^p,NYSE
CFG,"Citizens Financial Group, Inc.",26.5,$13.98B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/cfg,NYSE
CIA,"Citizens, Inc.",9.38,$469.77M,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia,NYSE
CIO,"City Office REIT, Inc.",11.85,$148.34M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cio,NYSE
CVEO,Civeo Corporation,1.96,$210.63M,2014,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cveo,NYSE
CIVI,"Civitas Solutions, Inc.",26.09,$964.53M,2014,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/civi,NYSE
CLC,CLARCOR Inc.,52.02,$2.6B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/clc,NYSE
CWEI,"Clayton Williams Energy, Inc.",58,$705.83M,1993,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cwei,NYSE
CLH,"Clean Harbors, Inc.",43.82,$2.52B,n/a,Basic Industries,Environmental Services,http://www.nasdaq.com/symbol/clh,NYSE
CCO,"Clear Channel Outdoor Holdings, Inc.",5.25,$1.9B,2005,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cco,NYSE
CBA           ,ClearBridge American Energy MLP Fund Inc.,9.75,$568.32M,2013,n/a,n/a,http://www.nasdaq.com/symbol/cba           ,NYSE
CEM,ClearBridge Energy MLP Fund Inc.,19.01,$1.32B,2010,n/a,n/a,http://www.nasdaq.com/symbol/cem,NYSE
EMO,ClearBridge Energy MLP Opportunity Fund Inc.,14.47,$447.43M,2011,n/a,n/a,http://www.nasdaq.com/symbol/emo,NYSE
CTR,ClearBridge Energy MLP Total Return Fund Inc.,14.2,$543.93M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ctr,NYSE
CLW,Clearwater Paper Corporation,48.93,$869.67M,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/clw,NYSE
CNL,Cleco Corporation,50.99,$3.08B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/cnl,NYSE
CLF,Cliffs Natural Resources Inc.,2.35,$360.54M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clf,NYSE
CLV,Cliffs Natural Resources Inc.,2.22,$340.6M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/clv,NYSE
CLX,Clorox Company (The),126.64,$16.35B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/clx,NYSE
CLD,Cloud Peak Energy Inc,2.7,$165.16M,2009,Energy,Coal Mining,http://www.nasdaq.com/symbol/cld,NYSE
MYCC,"ClubCorp Holdings, Inc.",17.94,$1.16B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mycc,NYSE
CMS,CMS Energy Corporation,35.39,$9.83B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms,NYSE
CMS^B,CMS Energy Corporation,100.3,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/cms^b,NYSE
CNA,CNA Financial Corporation,36.85,$9.96B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cna,NYSE
CNHI,CNH Industrial N.V.,7.24,$12.85B,2013,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cnhi,NYSE
CNO,"CNO Financial Group, Inc.",20.77,$3.86B,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/cno,NYSE
CEO,CNOOC Limited,113.21,$1.13B,2001,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ceo,NYSE
CNXC,CNX Coal Resources LP,11.31,$262.64M,2015,Energy,Coal Mining,http://www.nasdaq.com/symbol/cnxc,NYSE
COH,"Coach, Inc.",31.57,$8.76B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/coh,NYSE
CIE,"Cobalt International Energy, Inc.",7.66,$3.18B,2009,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cie,NYSE
KOF,Coca Cola Femsa S.A.B. de C.V.,78.25,$16.22B,1993,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/kof,NYSE
KO,Coca-Cola Company (The),42.89,$186.53B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/ko,NYSE
CCE,"Coca-Cola Enterprises, Inc.",50.45,$11.45B,1986,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/cce,NYSE
CDE,"Coeur Mining, Inc.",2.66,$364.31M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/cde,NYSE
FOF,"Cohen & Steers Closed-End Opportunity Fund, Inc.",11.32,$308.01M,2006,n/a,n/a,http://www.nasdaq.com/symbol/fof,NYSE
INB,"Cohen & Steers Global Income Builder, Inc.",10.03,$231.02M,2007,n/a,n/a,http://www.nasdaq.com/symbol/inb,NYSE
UTF,"Cohen & Steers Infrastructure Fund, Inc",19.3,$1.65B,2004,n/a,n/a,http://www.nasdaq.com/symbol/utf,NYSE
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc",22.81,$657.63M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ldp,NYSE
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc.",11.12,$298.62M,2013,n/a,n/a,http://www.nasdaq.com/symbol/mie,NYSE
RQI,Cohen & Steers Quality Income Realty Fund Inc,11.68,$1.28B,2002,n/a,n/a,http://www.nasdaq.com/symbol/rqi,NYSE
RNP,Cohen & Steers Reit and Preferred Income Fund Inc,18.16,$867.5M,2003,n/a,n/a,http://www.nasdaq.com/symbol/rnp,NYSE
PSF,"Cohen & Steers Select Preferred and Income Fund, Inc.",25.02,$299.97M,2010,n/a,n/a,http://www.nasdaq.com/symbol/psf,NYSE
RFI,"Cohen & Steers Total Return Realty Fund, Inc.",12.79,$122.61M,1993,n/a,n/a,http://www.nasdaq.com/symbol/rfi,NYSE
CNS,Cohn & Steers Inc,31.27,$1.42B,2004,Finance,Investment Managers,http://www.nasdaq.com/symbol/cns,NYSE
CFX,Colfax Corporation,27.06,$3.36B,2008,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/cfx,NYSE
CL,Colgate-Palmolive Company,65.83,$59.04B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/cl,NYSE
CXE,Colonial High Income Municipal Trust,4.93,$155.31M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxe,NYSE
CIF,Colonial Intermediate High Income Fund,2.34,$49.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cif,NYSE
CXH,Colonial Investment Grade Municipal Trust,9.72,$112.63M,1989,n/a,n/a,http://www.nasdaq.com/symbol/cxh,NYSE
